Source,Target,Type,Ports
"24","23",Undirected,"1p17-282,1p6-10,3p17-20"
"32","45",Undirected,"1p6-20,31p6-2058"
"46","3",Undirected,"1p17-284,1p6-10"
"26","38",Undirected,"1p17-284,1p6-20"
"48","50",Undirected,"1p6-16"
"40","37",Undirected,"1p17-282,1p6-10"
"53","30",Undirected,"1p6-42"
"2","30",Undirected,"1p6-20"
"3","47",Undirected,"1p17-282,1p6-48"
"16","39",Undirected,"1p17-284,5p6-1954,1p6-13,2p17-5256,4p6-1725,6p6-15043"
"37","33",Undirected,"1p17-282,1p6-10,31p6-238"
"42","22",Undirected,"1p17-284,1p6-10"
"28","27",Undirected,"1p17-280,1p6-10"
"35","31",Undirected,"1p6-42"
"12","28",Undirected,"1p17-282,1p6-20"
"29","2",Undirected,"1p6-10"
"35","57",Undirected,"1p6-10,2p6-6010"
"33","42",Undirected,"1p6-20"
"28","11",Undirected,"1p17-284"
"16","22",Undirected,"1p17-280"
"43","42",Undirected,"1p17-280"
"45","53",Undirected,"1p17-282,2p6-0"
"37","24",Undirected,"1p6-38"
"4","34",Undirected,"1p6-32"
"48","35",Undirected,"24p6-600,1p17-282,1p6-20"
"16","53",Undirected,"1p17-284,1p6-16,2p6-9737"
"14","34",Undirected,"1p17-280,1p6-10"
"16","77",Undirected,"771p6-360"
"50","29",Undirected,"1p6-32"
"49","23",Undirected,"1p17-284,1p6-58,3p17-12"
"19","44",Undirected,"1p6-10"
"53","1",Undirected,"1p6-10"
"1","31",Undirected,"1p17-282,1p6-10"
"6","36",Undirected,"4p17-6,1p17-280,1p6-20,2p17-1368,6p6-3347"
"46","30",Undirected,"9p6-25015,1p17-284,1p6-10,10p6-49398"
"57","27",Undirected,"1p6-10"
"8","43",Undirected,"1p6-20"
"164","85",Undirected,"779p6-32085"
"15","34",Undirected,"12p6-5985"
"12","36",Undirected,"2p17-1216,6p6-6533"
"12","47",Undirected,"1p6-26"
"42","39",Undirected,"2p17-6448,6p6-10122"
"18","14",Undirected,"1p17-284"
"39","44",Undirected,"1p6-13,23p6-200"
"32","44",Undirected,"1p6-10"
"47","43",Undirected,"1p17-282"
"21","9",Undirected,"1p17-280,1p6-30"
"17","44",Undirected,"1p17-286,1p6-13"
"39","39",Undirected,"18p6-0,4p6-0,6p6-0"
"43","1",Undirected,"1p17-282,1p6-10"
"50","46",Undirected,"1p17-282"
"41","6",Undirected,"1p6-20"
"46","39",Undirected,"4p17-6,2p17-220,6p6-3886"
"40","27",Undirected,"1p17-278"
"42","1",Undirected,"1p17-284,1p6-32"
"27","26",Undirected,"1p6-20"
"49","4",Undirected,"1p17-284"
"18","42",Undirected,"1p6-10"
"23","14",Undirected,"1p17-282"
"45","11",Undirected,"1p17-278,1p6-17"
"51","34",Undirected,"1p17-284,1p6-10"
"39","7",Undirected,"1p6-13,18p6-0,23p6-200"
"20","45",Undirected,"1p17-282,1p6-10,31p6-115816"
"16","24",Undirected,"771p6-360,770p6-1128,769p6-992,1p6-20"
"20","47",Undirected,"1p6-32"
"26","53",Undirected,"1p17-282,1p6-16"
"18","45",Undirected,"28p6-76,1p17-284,31p6-14"
"53","32",Undirected,"1p17-278"
"41","3",Undirected,"1p17-280,1p6-10"
"5","10",Undirected,"1p17-282"
"7","23",Undirected,"1p17-282,3p17-12,1p6-10"
"50","30",Undirected,"1p6-10"
"17","45",Undirected,"1p6-36"
"17","46",Undirected,"1p17-282,1p6-51"
"2","37",Undirected,"1p17-282,1p6-10"
"3","21",Undirected,"1p17-278,1p6-10"
"29","42",Undirected,"1p17-284,1p6-10"
"6","2",Undirected,"1p6-40"
"9","45",Undirected,"1p6-20"
"167","59",Undirected,"74p17-3"
"51","13",Undirected,"34p6-18363,1p17-282,35p6-23746,36p6-20"
"13","39",Undirected,"1p17-280,1p6-30,2p17-1192,6p6-3921"
"43","2",Undirected,"1p17-282,1p6-10,2p6-9135"
"33","49",Undirected,"43p6-5869,33p6-3519610"
"47","45",Undirected,"1p6-32"
"2","46",Undirected,"1p17-282,1p6-20"
"50","43",Undirected,"1p17-282,31p6-4665"
"29","1",Undirected,"1p17-280,1p6-32"
"23","45",Undirected,"1p6-10,31p6-19742"
"50","51",Undirected,"1p17-280,1p6-16"
"168","59",Undirected,"73p17-5,74p17-9"
"16","36",Undirected,"4p17-6,1p17-280,5p6-8241,1p6-10,2p17-5330,4p6-2033,6p6-16736"
"34","4",Undirected,"1p17-280,1p6-16"
"47","53",Undirected,"1p6-16,2p6-113973"
"17","31",Undirected,"1p6-13,42p6-994"
"2","4",Undirected,"1p17-282,1p6-16"
"14","30",Undirected,"1p6-10"
"16","34",Undirected,"1p17-284,1p6-10,12p6-7081"
"169","59",Undirected,"73p17-5,74p17-3"
"4","11",Undirected,"1p6-44"
"1","43",Undirected,"1p6-16"
"6","38",Undirected,"1p6-10"
"19","18",Undirected,"1p17-284,1p6-10"
"32","46",Undirected,"1p6-10"
"29","24",Undirected,"1p6-31"
"5","28",Undirected,"1p17-284,1p6-16"
"64","136",Undirected,"3p17-8"
"39","50",Undirected,"18p6-225,1p6-13,23p6-201"
"29","40",Undirected,"3p17-14,1p6-30"
"54","145",Undirected,"2p17-84"
"21","3",Undirected,"1p6-20"
"35","18",Undirected,"1p6-10"
"12","1",Undirected,"1p17-284,1p6-10"
"28","3",Undirected,"1p17-284"
"53","2",Undirected,"1p17-280,1p6-10,2p6-7899"
"30","31",Undirected,"1p6-16"
"35","3",Undirected,"1p17-280,1p6-40"
"27","45",Undirected,"1p6-10,31p6-2573"
"48","49",Undirected,"43p6-354,1p6-16,33p6-6377"
"26","18",Undirected,"1p6-10"
"43","24",Undirected,"1p17-284,1p6-10"
"43","51",Undirected,"1926p6-5691,414p6-5276,713p6-8624,690p6-7103,426p6-4214,1p17-282,732p6-3899,50p6-22,1p6-10,604p6-31,719p6-10262,536p6-96473,651p6-519,421p6-1820,467p6-4531,1954p6-3226,481p6-201,687p6-14378,311p6-13519,392p6-723,442p6-128,401p6-4324,31p6-273288,742p6-9508,446p6-546,563p6-10252,579p6-2326,610p6-13430"
"6","8",Undirected,"1p17-284,1p6-10"
"26","40",Undirected,"1p17-282,1p6-10,3p17-12"
"32","57",Undirected,"1p17-280"
"34","22",Undirected,"7p6-8756,1p6-10"
"6","24",Undirected,"1p17-284,1p6-20"
"40","1",Undirected,"1p6-20"
"12","50",Undirected,"1p17-284,1p6-10"
"27","30",Undirected,"1p17-282,1p6-32"
"47","38",Undirected,"1p17-280,1p6-16"
"45","8",Undirected,"1p6-10"
"41","51",Undirected,"1p6-20,31p6-32681"
"44","7",Undirected,"1p6-22,12p6-216"
"20","42",Undirected,"1p6-10"
"3","16",Undirected,"1p17-282"
"29","31",Undirected,"1p6-10"
"18","39",Undirected,"1p17-282,1p6-32,2p17-422,6p6-19381"
"46","36",Undirected,"1p6-26,2p17-218,6p6-2353"
"44","23",Undirected,"1p17-280,1p6-10,3p17-12"
"30","48",Undirected,"1p17-280,1p6-20,12p6-46712"
"26","31",Undirected,"1p17-284,1p6-16"
"10","19",Undirected,"1p6-32"
"36","37",Undirected,"776p6-380,1p17-280,19p6-510,18p6-2824"
"23","48",Undirected,"1p6-20,12p6-56167"
"12","42",Undirected,"1p17-286,1p6-30"
"18","53",Undirected,"1p6-22,2p6-2092"
"39","3",Undirected,"1p17-282,18p6-0,23p6-200"
"44","36",Undirected,"1p17-280,1p6-10,2p17-222,6p6-3626"
"34","25",Undirected,"8p6-373"
"42","35",Undirected,"24p6-8284,25p6-12139"
"33","13",Undirected,"34p6-15692,1p17-280,35p6-34540,36p6-20"
"57","43",Undirected,"1p6-32"
"57","16",Undirected,"1p6-26"
"170","59",Undirected,"73p17-5"
"20","48",Undirected,"1p17-282,1p6-10,12p6-28656"
"19","14",Undirected,"1p6-10"
"5","2",Undirected,"1p6-16"
"28","48",Undirected,"1p6-20,12p6-24373"
"2","47",Undirected,"1p17-280,1p6-32"
"37","50",Undirected,"1p17-282,1p6-42"
"31","38",Undirected,"1p17-282,1p6-32"
"11","42",Undirected,"52p6-1310,1p6-16"
"15","20",Undirected,"1p17-284,1p6-20"
"14","18",Undirected,"1p6-20"
"40","22",Undirected,"1p17-284"
"35","53",Undirected,"1p17-284,1p6-26,2p6-11133"
"4","9",Undirected,"1p17-280"
"21","38",Undirected,"1p17-282"
"102","269",Undirected,"3p17-4"
"28","17",Undirected,"1p17-282,1p6-26,2p17-212,6p6-1989"
"18","20",Undirected,"1p6-10"
"3","23",Undirected,"1p17-282,1p6-10,3p17-14"
"21","5",Undirected,"11p6-2320,1p17-282"
"171","59",Undirected,"73p17-5,74p17-3"
"53","41",Undirected,"1p17-278"
"46","20",Undirected,"1p17-164"
"6","42",Undirected,"52p6-338,1p6-20"
"24","27",Undirected,"1p6-20"
"6","46",Undirected,"1p6-40"
"27","28",Undirected,"11p6-11763,1p6-30"
"34","17",Undirected,"1p6-13,2p17-764,6p6-3611"
"21","47",Undirected,"1p17-282,1p6-16"
"8","39",Undirected,"1p17-278,1p6-13,2p17-228,6p6-2529"
"28","51",Undirected,"1p17-282,1p6-10"
"23","39",Undirected,"1p6-10,2p17-10462,4p6-1947,6p6-16123"
"53","9",Undirected,"1p17-282,1p6-48"
"26","7",Undirected,"1p6-10,12p6-248"
"6","21",Undirected,"1p6-10"
"3","51",Undirected,"1p6-10"
"17","23",Undirected,"1p17-282,18p6-466,3p17-20,2p17-5564"
"57","40",Undirected,"3p17-22,1p6-20"
"39","18",Undirected,"1p6-13,18p6-1300,23p6-200"
"30","3",Undirected,"1p17-280,1p6-20"
"36","7",Undirected,"1p17-282,1p6-10,19p6-508,12p6-35291"
"39","23",Undirected,"1p17-284,18p6-508,1p6-10,3p17-14,2p17-570,23p6-200"
"14","40",Undirected,"3p17-22,1p6-10"
"40","8",Undirected,"1p6-10"
"18","33",Undirected,"1p6-10,31p6-5996"
"49","30",Undirected,"1p17-282,1p6-16"
"24","8",Undirected,"1p6-20"
"13","4",Undirected,"1p6-16"
"39","25",Undirected,"8p6-582"
"12","17",Undirected,"4p17-4,1p6-10,2p17-1228,4p6-213,6p6-6979"
"8","30",Undirected,"1p6-10"
"28","4",Undirected,"1p6-16"
"29","51",Undirected,"1p6-10"
"16","4",Undirected,"1p17-282,9p6-126,10p6-5447"
"27","35",Undirected,"24p6-388,1p17-280,25p6-388"
"47","19",Undirected,"1p6-16"
"4","16",Undirected,"1p6-16"
"31","49",Undirected,"1p17-284,1p6-44,33p6-3520"
"18","7",Undirected,"1p17-284,1p6-40,12p6-248"
"31","7",Undirected,"1p17-280,12p6-12084"
"39","21",Undirected,"18p6-0,1p6-13,23p6-200,12p6-140"
"16","6",Undirected,"1p17-282,43p6-1844,1p6-20,772p6-1100"
"11","21",Undirected,"1p17-282"
"12","33",Undirected,"1p17-124"
"13","11",Undirected,"1p6-16"
"4","53",Undirected,"1p17-280"
"19","4",Undirected,"1p17-280,1p6-16"
"36","6",Undirected,"43p6-380,19p6-514"
"34","24",Undirected,"1p17-280,1p6-10"
"47","35",Undirected,"1p17-280,1p6-10"
"30","49",Undirected,"1p6-22"
"53","47",Undirected,"1p17-282,1p6-44"
"42","23",Undirected,"1p17-282,3p17-14,1p6-20"
"48","40",Undirected,"1p17-284,3p17-22,1p6-10"
"57","23",Undirected,"1p17-282,3p17-22,1p6-40"
"22","40",Undirected,"3p17-12"
"3","31",Undirected,"1p6-20"
"26","43",Undirected,"1p17-278,31p6-152017"
"47","24",Undirected,"1p17-284"
"8","42",Undirected,"1p6-10"
"2","26",Undirected,"1p6-30"
"23","17",Undirected,"4p17-4,5p6-800,2p17-10482,4p6-2030,6p6-20561"
"15","9",Undirected,"1p6-20"
"172","59",Undirected,"74p17-3"
"34","27",Undirected,"1p6-10"
"49","33",Undirected,"1p17-286"
"37","15",Undirected,"1p6-10"
"26","47",Undirected,"1p17-284,1p6-48"
"49","45",Undirected,"1p17-282,1p6-16"
"33","15",Undirected,"1p17-280,1p6-30,15p6-103"
"26","12",Undirected,"1p17-284,1p6-20"
"11","47",Undirected,"1p17-282,1p6-23"
"16","7",Undirected,"1p17-282,907p6-3618,12p6-67225"
"48","19",Undirected,"1p17-284,1p6-20"
"15","25",Undirected,"779p6-1757,8p6-1111"
"38","40",Undirected,"1p17-282,1p6-20,3p17-20"
"27","47",Undirected,"1p6-16"
"11","35",Undirected,"52p6-1373,1p6-32"
"13","31",Undirected,"1p17-284,1p6-54"
"133","110",Undirected,"5p6-63960"
"26","5",Undirected,"11p6-1275"
"14","28",Undirected,"1p17-280,1p6-20"
"195","187",Undirected,"18p6-0"
"32","12",Undirected,"1p17-284"
"34","10",Undirected,"1p6-16"
"42","4",Undirected,"1p6-33"
"45","30",Undirected,"1p17-280,9p6-66,1p6-20"
"50","21",Undirected,"1p6-20"
"2","42",Undirected,"1p17-282,1p6-10"
"20","18",Undirected,"1p17-282,1p6-10"
"21","40",Undirected,"3p17-28"
"23","13",Undirected,"1p6-20"
"37","5",Undirected,"1p6-10"
"7","2",Undirected,"1p17-284,1p6-10"
"49","3",Undirected,"1p6-32"
"47","32",Undirected,"1p6-32"
"13","24",Undirected,"1p6-32"
"40","4",Undirected,"1p17-282,1p6-42"
"3","6",Undirected,"1p6-20"
"11","57",Undirected,"1p6-16,2p6-68846"
"48","14",Undirected,"1p6-10"
"12","37",Undirected,"1p17-282,1p6-10"
"40","31",Undirected,"1p6-16,918p6-2700"
"33","44",Undirected,"11p6-807,1p6-10"
"42","15",Undirected,"1p6-10"
"21","44",Undirected,"11p6-2736"
"51","50",Undirected,"1p6-16"
"47","48",Undirected,"1p6-16,12p6-42621"
"177","59",Undirected,"74p17-3"
"41","37",Undirected,"1p6-10"
"19","32",Undirected,"1p6-10"
"18","17",Undirected,"4p17-4,1p6-10,2p17-412,6p6-19296"
"102","129",Undirected,"75p17-7285,2306p6-1507"
"1","49",Undirected,"1p17-282,1p6-44"
"31","25",Undirected,"28p6-20026,777p6-466,779p6-25797,8p6-5773,770p6-1441,905p6-25,902p6-1992,43p6-4027,775p6-1024,904p6-2330,778p6-1710,903p6-343"
"26","30",Undirected,"1p6-20"
"17","42",Undirected,"1p17-284"
"4","57",Undirected,"1p6-38"
"38","28",Undirected,"1p6-20"
"45","2",Undirected,"1p17-284,1p6-10,2p6-0"
"19","25",Undirected,"8p6-1124"
"31","53",Undirected,"1p6-16,2p6-280114"
"21","14",Undirected,"1p6-20"
"10","20",Undirected,"1p17-282,1p6-32"
"57","41",Undirected,"1p17-284,1p6-10"
"26","57",Undirected,"1p17-282,1p6-32"
"33","34",Undirected,"1p17-280"
"13","26",Undirected,"1p17-280"
"7","32",Undirected,"1p6-10"
"57","30",Undirected,"1p6-10"
"41","29",Undirected,"1p17-280,1p6-10"
"12","15",Undirected,"1p6-10"
"7","35",Undirected,"24p6-600,1p6-10"
"20","16",Undirected,"1p6-10"
"4","18",Undirected,"1p6-32"
"12","14",Undirected,"1p6-30"
"10","51",Undirected,"1p6-10"
"15","28",Undirected,"1p17-286,1p6-20"
"20","28",Undirected,"11p6-382,1p17-282,1p6-20"
"50","17",Undirected,"1p17-284,1p6-10,2p17-2204,6p6-15768"
"47","46",Undirected,"1p6-54"
"12","16",Undirected,"1p17-280"
